Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
R000711,"Education: Bachelor's in Logistics Experience: 1 years Skills: Inventory Control, Organization, Decision Making, Problem Solving, Safety, HTML, Warehouse Management, Jenkins",Bachelor's in Logistics,1,Inventory Control|Organization|Decision Making|Problem Solving|Safety|HTML|Warehouse Management|Jenkins|Staff Management|Docker,Warehouse Manager,Operations & Supply Chain
R000712,"Education: Master's in Wildlife Experience: 4 years Skills: Problem Solving, Communication, MySQL, Field Work, Wildlife Biology, App Testing, Research, Data Analysis",Master's in Wildlife,4,Problem Solving|Communication|MySQL|Field Work|Wildlife Biology|App Testing|Research|Data Analysis,Wildlife Biologist,Conservation
R000713,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Haskell, Concurrency, Type System, Oracle, Problem Solving, Functional Programming, Node.js, Lambda Calculus",Bachelor's in Computer Science,5,Haskell|Concurrency|Type System|Oracle|Problem Solving|Functional Programming|Node.js|Lambda Calculus|React,Haskell Developer,Technology
R000714,"Education: Bachelor's in Environmental Engineering Experience: 3 years Skills: Regulations, Analysis, Environmental Assessment, Django, Waste Management, MongoDB, Water Systems, Flutter",Bachelor's in Environmental Engineering,3,Regulations|Analysis|Environmental Assessment|Django|Waste Management|MongoDB|Water Systems|Flutter|Sustainability,Environmental Engineer,Engineering & Manufacturing
R000715,"Education: High School Experience: 2 years Skills: Lighting, Visual Design, Sales, iOS, Arrangement, Creativity, Customer Service, Confluence",High School,2,Lighting|Visual Design|Sales|iOS|Arrangement|Creativity|Customer Service|Confluence,Visual Merchandiser,Retail & Hospitality
R000716,"Education: Bachelor's in Social Work Experience: 4 years Skills: Problem Solving, Cultural Sensitivity, Wireframing, Risk Assessment, Communication, Community Engagement, Program Management, Network Security",Bachelor's in Social Work,4,Problem Solving|Cultural Sensitivity|Wireframing|Risk Assessment|Communication|Community Engagement|Program Management|Network Security|Organization,Community Outreach Coordinator,Human Services & Social Work
R000717,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Concurrency, Financial Analysis, Microservices, PHP, Go, Problem Solving, API Development, Docker",Bachelor's in Computer Science,2,Concurrency|Financial Analysis|Microservices|PHP|Go|Problem Solving|API Development|Docker,Go Developer,Technology
R000718,"Education: MBA Experience: 10 years Skills: Digital Transformation, Market Intelligence, SQL, R, Executive Communication, Brand Management, Vision, Swift",MBA,10,Digital Transformation|Market Intelligence|SQL|R|Executive Communication|Brand Management|Vision|Swift|Business Development|Flask|Strategic Leadership,CMO,Marketing & Sales
R000719,"Education: Bachelor's in Business Experience: 5 years Skills: Compliance, HR Systems, Data Analysis, Process Management, Leadership, Problem Solving, C#, Documentation",Bachelor's in Business,5,Compliance|HR Systems|Data Analysis|Process Management|Leadership|Problem Solving|C#|Documentation,HR Operations Manager,Human Resources
R000720,"Education: High School Experience: 4 years Skills: Team Work, Problem Solving, Project Management, Communication, Customer Service, Kanban, TypeScript, Figma",High School,4,Team Work|Problem Solving|Project Management|Communication|Customer Service|Kanban|TypeScript|Figma|Kotlin|Bartending|Memory,Bartender,Hospitality & Food Service
R000721,"Education: Bachelor's in Electrical Engineering Experience: 5 years Skills: TypeScript, Power Systems, Mobile Security, Troubleshooting, Technical Knowledge, CAD, CSS, Electrical Systems",Bachelor's in Electrical Engineering,5,TypeScript|Power Systems|Mobile Security|Troubleshooting|Technical Knowledge|CAD|CSS|Electrical Systems|Vue.js|Circuit Design,Electrical Engineer,Engineering & Manufacturing
R000722,"Education: Broadcasting School Experience: 4 years Skills: Negotiation, Risk Assessment, Communication, Public Speaking, Problem Solving, Critical Thinking, Interviewing, Improvisation",Broadcasting School,4,Negotiation|Risk Assessment|Communication|Public Speaking|Problem Solving|Critical Thinking|Interviewing|Improvisation|Personality,Radio Host,Media & Entertainment
R000723,"Education: Bachelor's in Counseling Experience: 2 years Skills: TensorFlow, Student Support, Communication, Problem Solving, Academic Planning, Organization, Penetration Testing, Counseling",Bachelor's in Counseling,2,TensorFlow|Student Support|Communication|Problem Solving|Academic Planning|Organization|Penetration Testing|Counseling|PHP,Academic Advisor,Education & Training
R000724,"Education: Bachelor's in Automotive Engineering Experience: 1 years Skills: Scikit-learn, Thermal Systems, AWS, Mentoring, Vehicle Systems, Problem Solving, CAD, Flutter",Bachelor's in Automotive Engineering,1,Scikit-learn|Thermal Systems|AWS|Mentoring|Vehicle Systems|Problem Solving|CAD|Flutter|Materials|Testing,Automotive Engineer,Engineering & Manufacturing
R000725,"Education: Bachelor's in Computer Engineering Experience: 4 years Skills: Embedded Systems, IoT Technology, React Native, Sensors, Prototyping, Networking, R, System Design",Bachelor's in Computer Engineering,4,Embedded Systems|IoT Technology|React Native|Sensors|Prototyping|Networking|R|System Design|C/C++,IoT Engineer,Technology
R000726,"Education: Bar License Experience: 12 years Skills: Power BI, Java, Communication, Fairness, Leadership, Ruby, Legal Expertise, MySQL",Bar License,12,Power BI|Java|Communication|Fairness|Leadership|Ruby|Legal Expertise|MySQL|App Testing|Decision Making|Ethics,Judge,Legal Services
R000727,"Education: Certification Experience: 4 years Skills: Creativity, Color Grading, Audio Editing, Encryption, Mentoring, Storytelling, Video Editing Software, Attention to Detail",Certification,4,Creativity|Color Grading|Audio Editing|Encryption|Mentoring|Storytelling|Video Editing Software|Attention to Detail,Video Editor,Creative & Design
R000728,"Education: Diploma in IT Experience: 5 years Skills: Mentoring, Tableau, HTML/CSS, Documentation, React, Critical Thinking, Database, JavaScript",Diploma in IT,5,Mentoring|Tableau|HTML/CSS|Documentation|React|Critical Thinking|Database|JavaScript|Git|Node.js,Full Stack Developer,Technology
R000729,"Education: Bachelor's in Business Experience: 3 years Skills: Software, Cost Optimization, Firewalls, Logistics Planning, Supplier Management, Fleet Management, React, Distribution",Bachelor's in Business,3,Software|Cost Optimization|Firewalls|Logistics Planning|Supplier Management|Fleet Management|React|Distribution|React Native|GraphQL|Data Analysis,Logistics Manager,Operations & Supply Chain
R000730,"Education: Bachelor's in Computer Science Experience: 1 years Skills: Automation, System Administration, Bash, Problem Solving, TensorFlow, Linux, Shell Scripting, SQL",Bachelor's in Computer Science,1,Automation|System Administration|Bash|Problem Solving|TensorFlow|Linux|Shell Scripting|SQL,Shell Script Developer,Technology
R000731,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Business Acumen, Hadoop, Big Data, Distributed Computing, P&L Management, Figma, MapReduce, Java",Bachelor's in Computer Science,5,Business Acumen|Hadoop|Big Data|Distributed Computing|P&L Management|Figma|MapReduce|Java|HDFS,Hadoop Developer,Data & Analytics
R000732,"Education: High School Experience: 1 years Skills: Database Design, Teamwork, Accuracy, Speed, Flask, Sales, Cooking, Kitchen Skills",High School,1,Database Design|Teamwork|Accuracy|Speed|Flask|Sales|Cooking|Kitchen Skills|Jupyter|Food Safety,Line Cook,Hospitality & Food Service
R000733,"Education: Master's in Business Experience: 4 years Skills: Database Design, Decision Making, Compliance, Communication, Budget Control, Leadership, Time Management, Strategic Planning",Master's in Business,4,Database Design|Decision Making|Compliance|Communication|Budget Control|Leadership|Time Management|Strategic Planning|Figma|Department Management,Director,Private Sector Management
R000734,"Education: IT Certification Experience: 3 years Skills: Query Optimization, Customer Service, Teamwork, Troubleshooting, Networking, Documentation, Risk Assessment, Flutter",IT Certification,3,Query Optimization|Customer Service|Teamwork|Troubleshooting|Networking|Documentation|Risk Assessment|Flutter|Jenkins|Hardware Installation|Problem Solving,IT Field Technician,Technology
R000735,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Azure, C#, .NET Framework, API Development, Jenkins, Oracle, LINQ, SQL",Bachelor's in Computer Science,4,Azure|C#|.NET Framework|API Development|Jenkins|Oracle|LINQ|SQL,C# Developer,Technology
R000736,"Education: Culinary School Experience: 5 years Skills: Kitchen Management, R, Strategic Planning, Leadership, Flutter, Kotlin, Creativity, Food Safety",Culinary School,5,Kitchen Management|R|Strategic Planning|Leadership|Flutter|Kotlin|Creativity|Food Safety|Culinary Skills|Training|REST API,Sous Chef,Hospitality & Food Service
R000737,"Education: Master's in Counseling Experience: 0 years Skills: Counseling, Communication, NoSQL, Adaptability, Treatment Planning, Swift, Problem Solving, Tableau",Master's in Counseling,0,Counseling|Communication|NoSQL|Adaptability|Treatment Planning|Swift|Problem Solving|Tableau|Empathy|Active Listening,Counselor,Human Services & Social Work
R000738,"Education: Master's in Computer Science Experience: 8 years Skills: Multiple Languages, Leadership, User Experience, Scalability, System Design, CloudFormation, Architecture Patterns, C++",Master's in Computer Science,8,Multiple Languages|Leadership|User Experience|Scalability|System Design|CloudFormation|Architecture Patterns|C++|MongoDB|Microservices,Software Architect,Technology
R000739,"Education: Bachelor's in Computer Science Experience: 0 years Skills: Mentoring, Vuex, App Testing, Vue.js, JavaScript, API Integration, HTML, CSS",Bachelor's in Computer Science,0,Mentoring|Vuex|App Testing|Vue.js|JavaScript|API Integration|HTML|CSS|Jira,Vue Developer,Technology
R000740,"Education: Machinist Program Experience: 1 years Skills: Problem Solving, Safety, HTML, Power BI, CNC Machines, Technical Knowledge, Precision, Creativity",Machinist Program,1,Problem Solving|Safety|HTML|Power BI|CNC Machines|Technical Knowledge|Precision|Creativity|Attention to Detail|Jupyter|React Native,CNC Machinist,Skilled Trades
R000741,"Education: Bachelor's in Creative Writing Experience: 1 years Skills: Creativity, Research, Storytelling, Communication, Node.js, Decision Making, Writing, Attention to Detail",Bachelor's in Creative Writing,1,Creativity|Research|Storytelling|Communication|Node.js|Decision Making|Writing|Attention to Detail,Writer,Entertainment & Media
R000742,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Security, AWS, System Design, JavaScript, Android, Financial Analysis, GCP, Networking",Bachelor's in Computer Science,5,Security|AWS|System Design|JavaScript|Android|Financial Analysis|GCP|Networking|Azure|Network Security,Cloud Architect,Technology
R000743,"Education: Bachelor's in Computer Science Experience: 6 years Skills: Prototyping, SEO, Communication, Problem Solving, Technical Expertise, IT Knowledge, System Design, REST API",Bachelor's in Computer Science,6,Prototyping|SEO|Communication|Problem Solving|Technical Expertise|IT Knowledge|System Design|REST API|Project Management,IT Consultant,Consulting
R000744,"Education: Bachelor's in Environmental Science Experience: 5 years Skills: Analysis, TypeScript, Environmental Knowledge, iOS, Communication, Problem Solving, PostgreSQL, Business Acumen",Bachelor's in Environmental Science,5,Analysis|TypeScript|Environmental Knowledge|iOS|Communication|Problem Solving|PostgreSQL|Business Acumen|Firewalls|Sustainability Strategy|Kubernetes,Sustainability Consultant,Environmental
R000745,"Education: Bachelor's in Aerospace Engineering Experience: 1 years Skills: Financial Analysis, Design, Physics, Business Development, CAD, Aerodynamics, Django, Structural Analysis",Bachelor's in Aerospace Engineering,1,Financial Analysis|Design|Physics|Business Development|CAD|Aerodynamics|Django|Structural Analysis|MATLAB,Aerospace Engineer,Engineering & Manufacturing
R000746,"Education: Bachelor's in Creative Writing Experience: 0 years Skills: P&L Management, Attention to Detail, Research, Communication, Creativity, Docker, Writing, Storytelling",Bachelor's in Creative Writing,0,P&L Management|Attention to Detail|Research|Communication|Creativity|Docker|Writing|Storytelling,Writer,Entertainment & Media
R000747,"Education: Bachelor's in Computer Science Experience: 2 years Skills: TypeScript, CSS, RxJS, Angular, JavaScript, Marketing, App Testing, API Integration",Bachelor's in Computer Science,2,TypeScript|CSS|RxJS|Angular|JavaScript|Marketing|App Testing|API Integration|C#,Angular Developer,Technology
